date,close,high,low,open
2006/6/15,1285.385,1300.111,1280.501,1283.721
2006/6/16,1318.01,1318.019,1290.003,1290.003
2006/6/19,1334.893,1341.99,1294.904,1306.263
2006/6/20,1338.223,1341.244,1323.784,1333.619
2006/6/21,1333.532,1347.002,1320.411,1336.842
2006/6/22,1331.553,1341.73,1326.146,1331.926
2006/6/23,1339.446,1340.266,1319.506,1329.106
2006/6/26,1363.413,1363.569,1341.609,1341.609
2006/6/27,1363.896,1368.411,1354.088,1365.043
2006/6/28,1362.885,1366.338,1353.633,1361.792
2006/6/29,1395.124,1395.243,1365.252,1365.252
2006/6/30,1393.963,1408.791,1384.991,1402.595
2006/7/3,1420.328,1420.328,1393.923,1398.736
2006/7/4,1411.013,1426.098,1401.148,1423.078
2006/7/5,1393.009,1409.901,1377.22,1409.901
2006/7/6,1418.675,1418.76,1390.193,1391.638
2006/7/7,1410.429,1426.397,1405.989,1423.718
2006/7/10,1412.124,1413.576,1397.441,1410.496
2006/7/11,1418.575,1418.816,1406.496,1414.136
2006/7/12,1419.199,1430.944,1416.739,1419.073
2006/7/13,1346.088,1418.135,1344.155,1415.875
2006/7/14,1357.129,1367.743,1327.587,1333.743
2006/7/17,1372.254,1372.254,1348.432,1354.137
2006/7/18,1373.416,1373.588,1359.909,1370.896
2006/7/19,1336.644,1370.287,1330.284,1370.287
2006/7/20,1345.194,1346.848,1329.176,1335.412
2006/7/21,1356.033,1357.341,1344.57,1344.601
2006/7/24,1358.122,1359.558,1327.901,1340.279
2006/7/25,1374.17,1378.843,1359.323,1359.323
2006/7/26,1371.295,1380.796,1367.046,1377.784
2006/7/27,1355.545,1379.253,1347.285,1370.749
2006/7/28,1341.393,1359.744,1327.663,1354.919
2006/7/31,1294.328,1338.039,1293.531,1338.039
2006/8/1,1282.057,1302.889,1278.544,1292.709
2006/8/2,1275.088,1288.612,1258.008,1281.889
2006/8/3,1271.744,1281.79,1261.695,1277.632
2006/8/4,1241.908,1278.246,1239.384,1272.362
2006/8/7,1224.102,1241.849,1221.989,1233.488
2006/8/8,1252.386,1252.386,1225.04,1225.04
2006/8/9,1251.298,1258.206,1245.388,1254.374
2006/8/10,1271.473,1271.473,1251.081,1251.163
2006/8/11,1275.654,1277.968,1265.52,1273.266
2006/8/14,1245.721,1279.308,1241.954,1275.139
2006/8/15,1265.863,1265.863,1239.905,1243.16
2006/8/16,1283.567,1283.567,1262.537,1266.821
2006/8/17,1271.627,1280.284,1263.931,1280.284
2006/8/18,1267.866,1280.829,1265.818,1270.225
2006/8/21,1270.562,1270.667,1229.165,1235.426
2006/8/22,1285.268,1289.019,1269.102,1270.103
2006/8/23,1285.68,1294.825,1282.841,1284.817
2006/8/24,1292.401,1292.401,1274.556,1284.835
2006/8/25,1295.437,1301.753,1292.451,1293.502
2006/8/28,1325.894,1325.894,1298.357,1298.464
2006/8/29,1330.155,1349.201,1327.002,1328.611
2006/8/30,1334.671,1336.392,1319.823,1328.37
2006/8/31,1338.694,1342.79,1331.287,1335.588
2006/9/1,1318.099,1340.125,1314.567,1339.309
2006/9/4,1337.243,1337.243,1315.61,1315.707
2006/9/5,1340.682,1345.708,1334.723,1339.59
2006/9/6,1346.367,1346.367,1331.852,1341.403
2006/9/7,1328.377,1348.278,1323.977,1348.174
2006/9/8,1332.153,1334.728,1326.246,1327.555
2006/9/11,1338.755,1338.755,1319.21,1331.89
2006/9/12,1347.639,1350.527,1337.302,1338.815
2006/9/13,1338.386,1356.856,1337.461,1348.849
2006/9/14,1338.278,1345.59,1323.801,1338.35
2006/9/15,1362.322,1362.404,1338.143,1338.409
2006/9/18,1375.563,1375.581,1362.143,1367.645
2006/9/19,1378.309,1385.619,1371.43,1377.716
2006/9/20,1378.459,1381.812,1365.717,1376.118
2006/9/21,1387.37,1390.621,1378.456,1378.456
2006/9/22,1374.852,1393.53,1373.945,1389.867
2006/9/25,1372.399,1383.767,1361.606,1372.808
2006/9/26,1357.646,1371.582,1351.18,1370.856
2006/9/27,1371.117,1371.117,1355.393,1357.275
2006/9/28,1387.002,1389.555,1369.398,1372.134
2006/9/29,1403.265,1405.563,1389.038,1389.075
2006/10/9,1436.074,1436.074,1418.207,1420.362
2006/10/10,1437.245,1443.497,1426.969,1437.689
2006/10/11,1435.906,1440.207,1421.808,1436.681
2006/10/12,1426.5,1438.802,1423.629,1436.198
2006/10/13,1430.882,1436.102,1420.959,1424.301
2006/10/16,1418.517,1434.532,1415.49,1432.306
2006/10/17,1414.448,1426.292,1410.674,1416.949
2006/10/18,1437.593,1437.593,1413.55,1413.906
2006/10/19,1439.377,1445.617,1433.938,1438.842
2006/10/20,1440.182,1447.951,1436.653,1440.668
2006/10/23,1408.715,1444.915,1403.008,1439.54
2006/10/24,1440.054,1440.054,1408.578,1408.578
2006/10/25,1446.825,1459.731,1434.806,1443.108
2006/10/26,1456.095,1457.373,1435.279,1447.088
2006/10/27,1439.05,1460.455,1433.355,1455.978
2006/10/30,1446.239,1446.239,1428.334,1436.66
2006/10/31,1464.473,1464.478,1447.055,1447.055
2006/11/1,1479.409,1479.409,1461.316,1465.667
2006/11/2,1479.656,1480.551,1464.598,1480.551
2006/11/3,1488.291,1497.466,1480.77,1481.582
2006/11/6,1507.891,1507.972,1472.001,1477.44
2006/11/7,1516.104,1516.803,1491.33,1512.649
2006/11/8,1498.173,1513.037,1497.009,1512.362
2006/11/9,1524.714,1527.377,1489.199,1491.801
2006/11/10,1504.062,1535.196,1493.197,1525.226
2006/11/13,1475.779,1512.95,1465.629,1498.064
2006/11/14,1493.776,1493.877,1453.259,1475.445
2006/11/15,1534.762,1534.849,1490.868,1494.114
2006/11/16,1533.288,1558.406,1531.289,1540.258
2006/11/17,1562.084,1562.236,1521.549,1528.007
2006/11/20,1593.158,1593.189,1567.344,1567.344
2006/11/21,1612.249,1612.46,1568.95,1591.47
2006/11/22,1624.028,1639.414,1600.383,1610.049
2006/11/23,1634.914,1642.808,1618.043,1623.714
2006/11/24,1636.58,1640.752,1611.547,1629.894
2006/11/27,1651.801,1651.801,1627.919,1632.659
2006/11/28,1644.014,1656.188,1629.825,1649.681
2006/11/29,1667.142,1672.909,1604.815,1617.69
2006/11/30,1714.358,1714.493,1671.665,1671.665
2006/12/1,1729.224,1741.804,1715.786,1719.278
2006/12/4,1780.736,1780.801,1731.897,1731.897
2006/12/5,1794.231,1811.658,1777.432,1785.443
2006/12/6,1779.411,1806.645,1717.722,1794.256
2006/12/7,1775.714,1820.719,1770.569,1774.185
2006/12/8,1711.584,1772.162,1710.001,1752.771
2006/12/11,1789.924,1790.115,1705.911,1705.911
2006/12/12,1802.788,1819.802,1772.108,1798.464
2006/12/13,1803.856,1813.276,1779.558,1805.424
2006/12/14,1836.143,1836.194,1805.2,1807.079
2006/12/15,1867.636,1867.777,1832.514,1842.883
2006/12/18,1916.108,1918.291,1875.005,1875.005
2006/12/19,1921.444,1936.751,1882.541,1924.799
2006/12/20,1936.547,1936.802,1893.424,1912.904
2006/12/21,1908.985,1945.473,1905.72,1935.784
2006/12/22,1895.644,1918.487,1880.566,1896.48
2006/12/25,1939.104,1957.466,1898.819,1898.819
2006/12/26,1938.238,1959.982,1914.975,1941.795
2006/12/27,1982.877,1983.109,1939.553,1940.412
2006/12/28,1979.933,2010.371,1964.973,1988.016
2006/12/29,2041.047,2052.861,1991.876,1991.876
2007/1/4,2067.092,2139.494,2054.242,2073.25
2007/1/5,2072.883,2083.402,2030.762,2051.152
2007/1/8,2131.556,2131.737,2071.721,2072.005
2007/1/9,2200.086,2201.36,2128.064,2137.485
2007/1/10,2255.966,2255.966,2194.77,2210.757
2007/1/11,2231.629,2289.95,2224.366,2257.01
2007/1/12,2173.747,2249.543,2159.775,2215.859
2007/1/15,2287.342,2287.684,2170.943,2170.943
2007/1/16,2353.874,2354.431,2297.238,2310.963
2007/1/17,2308.931,2393.218,2266.344,2360.41
2007/1/18,2317.095,2325.528,2240.214,2292.173
2007/1/19,2396.093,2396.093,2320.873,2320.873
2007/1/22,2491.313,2491.711,2424.815,2424.815
2007/1/23,2508.13,2516.593,2415.111,2508.265
2007/1/24,2536.428,2556.099,2489.932,2508.523
2007/1/25,2452.831,2529.432,2449.051,2512.459
2007/1/26,2512.922,2524.243,2356.982,2415.746
2007/1/29,2576.917,2582.405,2521.503,2529.943
2007/1/30,2551.884,2599.452,2531.776,2586.523
2007/1/31,2385.335,2548.175,2367.67,2544.3
2007/2/1,2395.172,2410.422,2310.569,2350.596
2007/2/2,2298.003,2403.619,2293.277,2397.058
2007/2/5,2271.797,2304.318,2247.929,2282.77
2007/2/6,2316.04,2316.702,2198.901,2271.372
2007/2/7,2369.787,2390.867,2330.428,2330.428
2007/2/8,2410.601,2415.959,2354.697,2376.629
2007/2/9,2397.245,2417.643,2376.022,2412.644
2007/2/12,2485.392,2485.759,2396.786,2397.849
2007/2/13,2522.63,2526.227,2489.66,2498.345
2007/2/14,2588.349,2594.661,2520.533,2527.56
2007/2/15,2668.633,2669.183,2607.626,2607.626
2007/2/16,2676.735,2717.57,2660.486,2692.67
2007/2/26,2707.676,2710.301,2641.12,2679.265
2007/2/27,2457.492,2719.519,2454.918,2717.812
2007/2/28,2544.571,2554.226,2413.327,2413.422
2007/3/1,2473.544,2550.328,2439.503,2550.26
2007/3/2,2508.729,2523.856,2455.819,2468.672
2007/3/5,2475.606,2541.818,2409.715,2503.816
2007/3/6,2520.293,2539.453,2452.142,2467.741
2007/3/7,2589.436,2594.458,2532.148,2532.975
2007/3/8,2627.63,2628.448,2565.109,2597.715
2007/3/9,2611.393,2643.809,2587.488,2632.8
2007/3/12,2616.172,2619.498,2563.367,2612.957
2007/3/13,2640.169,2641.626,2605.234,2620.715
2007/3/14,2597.357,2625.123,2546.646,2609.927
2007/3/15,2645.546,2645.877,2595.543,2595.543
2007/3/16,2604.226,2665.39,2576.316,2656.009
2007/3/19,2659.413,2674.798,2523.302,2533.711
2007/3/20,2672.771,2674.47,2645.25,2669.635
2007/3/21,2702.597,2702.998,2666.891,2685.925
2007/3/22,2711.322,2740.28,2702.414,2720.459
2007/3/23,2716.266,2726.62,2653.794,2710.362
2007/3/26,2764.034,2764.398,2713.926,2725.397
2007/3/27,2784.023,2789.967,2753.017,2770.348
2007/3/28,2797.649,2806.077,2689.114,2787.239
2007/3/29,2783.305,2830.082,2782.93,2802.377
2007/3/30,2781.784,2801.945,2753.147,2768.71
2007/4/2,2850.107,2850.152,2793.957,2793.957
2007/4/3,2888.115,2888.329,2852.571,2861.898
2007/4/4,2911.821,2924.676,2875.685,2893.377
2007/4/5,2945.045,2950.659,2895.416,2909.5
2007/4/6,2972.008,2977.459,2911.052,2921.727
2007/4/9,3038.172,3043.06,2988.377,2988.377
2007/4/10,3081.568,3081.617,2993.114,3053.355
2007/4/11,3121.319,3121.537,3059.283,3092.085
2007/4/12,3176.437,3176.69,3114.911,3129.247
2007/4/13,3169.233,3211.607,3154.106,3182.777
2007/4/16,3255.998,3256.566,3177.291,3177.303
2007/4/17,3283.604,3288.166,3182.951,3273.43
2007/4/18,3304.501,3311.981,3244.934,3294.213
2007/4/19,3150.303,3297.946,3065.282,3297.946
2007/4/20,3289.282,3297.41,3165.674,3165.674
2007/4/23,3431.318,3433.519,3330.798,3330.798
2007/4/24,3445.196,3490.814,3418.301,3462.48
2007/4/25,3448.281,3467.828,3376.084,3432.024
2007/4/26,3493.581,3493.909,3438.879,3465.112
2007/4/27,3470.523,3503.885,3436.002,3499.941
2007/4/30,3558.709,3568.684,3478.928,3487.358
2007/5/8,3686.03,3699.367,3618.782,3643.813
2007/5/9,3701.277,3717.34,3556.615,3699.296
2007/5/10,3724.51,3742.231,3671.813,3703.525
2007/5/11,3702.612,3715.366,3629.713,3696.294
2007/5/14,3734.42,3769.159,3620.861,3648.269
2007/5/15,3604.636,3751.642,3600.207,3739.049
2007/5/16,3700.287,3700.646,3557.198,3597.997
2007/5/17,3778.605,3794.16,3705.275,3716.438
2007/5/18,3776.629,3805.208,3746.242,3771.271
2007/5/21,3831.443,3843.837,3643.076,3650.803
2007/5/22,3870.489,3893.192,3849.043,3849.043
2007/5/23,3938.945,3939.492,3853.908,3879.759
2007/5/24,3919.748,3972.584,3858.513,3953.887
2007/5/25,3985.252,3996.853,3888.308,3907.73
2007/5/28,4072.578,4091.935,4027.363,4033.921
2007/5/29,4168.289,4168.529,4079.868,4090.903
2007/5/30,3886.459,4104.2,3849.701,3906.041
2007/5/31,3927.952,3991.73,3683.562,3828.916
2007/6/1,3803.954,4014.153,3780.029,3953.1
2007/6/4,3511.431,3822.409,3503.939,3804.958
2007/6/5,3634.633,3635.153,3246.733,3406.999
2007/6/6,3677.58,3712.528,3550.737,3652.893
2007/6/7,3802.304,3802.304,3684.459,3694.55
2007/6/8,3837.867,3861.206,3769.151,3814.185
2007/6/11,3931.862,3937.793,3870.234,3876.067
2007/6/12,4036.109,4036.355,3834.018,3953.959
2007/6/13,4118.268,4146.522,4064.146,4071.735
2007/6/14,4075.821,4132.004,4022.78,4103.523
2007/6/15,4099.381,4115.725,4025.1,4043.111
2007/6/18,4227.569,4246.4,4177.19,4178.762
2007/6/19,4253,4254.715,4186.176,4227.592
2007/6/20,4157.599,4292.198,4138.331,4268.655
2007/6/21,4197.28,4208.872,4110.959,4140.693
2007/6/22,4051.426,4220.923,3970.346,4203.134
2007/6/25,3877.59,4105.986,3850.84,4066.453
2007/6/26,3928.213,3929.371,3752.926,3804.413
2007/6/27,4040.484,4053.413,3912.199,3946.876
2007/6/28,3858.522,4067.811,3857.848,4038.378
2007/6/29,3764.078,3867.748,3718.161,3769.331
2007/7/2,3757.655,3801.904,3644.187,3746.175
2007/7/3,3832.227,3835.289,3744.015,3782.778
2007/7/4,3743.582,3848.076,3727.562,3840.412
2007/7/5,3537.435,3706.597,3535.042,3688.312
2007/7/6,3710.283,3712.742,3475.271,3517.599
2007/7/9,3821.302,3840.988,3722.231,3743.869
2007/7/10,3775.621,3852.933,3764.249,3832.756
2007/7/11,3789.874,3797.811,3732.294,3751.489
2007/7/12,3816.921,3839.206,3780.028,3799.185
2007/7/13,3820.124,3829.679,3773.929,3825.033
2007/7/16,3697.966,3830.372,3697.217,3824.911
2007/7/17,3789.651,3812.253,3650.253,3684.335
2007/7/18,3807.574,3861.509,3756.704,3776.94
2007/7/19,3806.997,3836.385,3778.509,3796.915
2007/7/20,3971.884,3971.892,3808.082,3808.082
2007/7/23,4156.723,4157.392,4009.063,4009.063
2007/7/24,4161.352,4241.581,4143.588,4187.327
2007/7/25,4255.463,4256.054,4163.348,4163.364
2007/7/26,4303.185,4325.931,4244.079,4282.676
2007/7/27,4307.143,4318.343,4225.029,4277.551
2007/7/30,4410.297,4426.307,4303.732,4305.178
2007/7/31,4460.564,4467.647,4359.592,4402.518
2007/8/1,4290.477,4496.249,4271.055,4479.299
2007/8/2,4436.192,4449.402,4303.975,4311.599
2007/8/3,4598.379,4599.248,4472.894,4472.894
2007/8/6,4703.984,4704.188,4623.489,4642.78
2007/8/7,4724.547,4771.584,4634.868,4715.389
2007/8/8,4668.087,4741.448,4579.404,4680.071
2007/8/9,4777.286,4779.143,4666.204,4666.421
2007/8/10,4726.683,4771.606,4631.043,4765.852
2007/8/13,4721.192,4767.08,4663.199,4724.516
2007/8/14,4795.568,4803.567,4704.148,4721.446
2007/8/15,4798.75,4836.587,4697.97,4804.676
2007/8/16,4721.942,4772.97,4665.21,4772.356
2007/8/17,4626.583,4774.988,4616.966,4694.2
2007/8/20,4885.427,4885.835,4747.27,4749.204
2007/8/21,4972.711,4995.527,4909.844,4915.524
2007/8/22,5051.688,5075.892,4887.139,4899.93
2007/8/23,5135.93,5154.846,5028.124,5075.51
2007/8/24,5217.581,5231.154,5158.033,5161.15
2007/8/27,5243.147,5296.571,5191.28,5250.619
2007/8/28,5251.77,5270.302,5136.614,5220.639
2007/8/29,5171.822,5283.333,5138.336,5215.655
2007/8/30,5241.228,5247.572,5175.997,5193.726
2007/8/31,5296.813,5307.417,5219.989,5255.091
2007/9/3,5419.169,5433.745,5335.049,5335.049
2007/9/4,5360.333,5429.206,5333.494,5421.254
2007/9/5,5363.251,5389.325,5265.064,5357.553
2007/9/6,5412.037,5448.84,5365.497,5389.486
2007/9/7,5294.795,5402.715,5284.65,5382.911
2007/9/10,5377.222,5380.456,5182.101,5226.736
2007/9/11,5124.092,5413.999,5104.347,5384.559
2007/9/12,5202.856,5212.652,5059.464,5102.576
2007/9/13,5349.97,5351.575,5212.03,5230.645
2007/9/14,5397.278,5405.854,5274.221,5362.465
2007/9/17,5498.908,5504.771,5387.68,5389.501
2007/9/18,5476.839,5533.532,5405.184,5524.099
2007/9/19,5419.268,5498.594,5385.424,5487.377
2007/9/20,5494.915,5501.399,5430.309,5436.641
2007/9/21,5468.098,5516.107,5357.504,5508.505
2007/9/24,5513.895,5541.134,5400.679,5481.382
2007/9/25,5454.615,5540.873,5423.525,5524.016
2007/9/26,5361.021,5489.858,5338.305,5433.63
2007/9/27,5427.657,5429.052,5338.044,5364.529
2007/9/28,5580.813,5590.849,5479.853,5479.853
2007/10/8,5653.136,5715.907,5617.097,5703.28
2007/10/9,5675.927,5682.967,5582.771,5638.633
2007/10/10,5685.759,5776.209,5653.789,5694.986
2007/10/11,5760.078,5761.216,5650.104,5695.128
2007/10/12,5737.221,5796.28,5485.564,5777.898
2007/10/15,5821.447,5824.976,5690.07,5761.869
2007/10/16,5877.202,5885.484,5815.609,5851.538
2007/10/17,5824.117,5891.723,5797.611,5862.378
2007/10/18,5615.747,5813.239,5593.988,5813.239
2007/10/19,5614.06,5711.497,5563.783,5651.032
2007/10/22,5472.677,5594.497,5465.854,5543.793
2007/10/23,5540.09,5541.957,5373.05,5467.832
2007/10/24,5588.014,5644.973,5553.326,5564.478
2007/10/25,5333.792,5556.552,5312.85,5549.664
2007/10/26,5394.807,5428.576,5266.372,5279.1
2007/10/29,5508.357,5509.345,5428.683,5428.683
2007/10/30,5596.068,5597.265,5467.523,5529.965
2007/10/31,5688.543,5691.865,5590.54,5663.756
2007/11/1,5605.232,5702.211,5604.79,5701.487
2007/11/2,5472.93,5565.66,5448.986,5514.852
2007/11/5,5360.305,5494.616,5333.382,5438.811
2007/11/6,5317.549,5406.105,5295.795,5331.31
2007/11/7,5350.629,5388.639,5231.614,5348.556
2007/11/8,5093.669,5321.863,5090.959,5321.863
2007/11/9,5040.525,5129.113,4962.302,5042.756
2007/11/12,4978.252,5018.107,4795.431,4916.817
2007/11/13,4939.244,5082.639,4866.156,5024.521
2007/11/14,5145.888,5147.014,4924.816,5013.782
2007/11/15,5081.113,5170.968,5069.519,5129.813
2007/11/16,5007.662,5021.711,4917.489,4999.843
2007/11/19,4994.416,5033.947,4968.733,5017.404
2007/11/20,5069.382,5099.515,4916.471,4964.564
2007/11/21,4997.62,5135.247,4993.289,5087.248
2007/11/22,4772.617,4949.335,4759.906,4902.627
2007/11/23,4856.161,4857.052,4711.792,4733.365
2007/11/26,4800.082,4954.18,4795.352,4931.599
2007/11/27,4711.152,4806.828,4708.798,4759.006
2007/11/28,4648.751,4760.659,4619.514,4724.467
2007/11/29,4842.07,4847.576,4637.482,4708.384
2007/11/30,4737.408,4841.076,4723.787,4841.076
2007/12/3,4772.674,4809.267,4689.518,4714.921
2007/12/4,4829.214,4886.577,4786.641,4786.641
2007/12/5,4965.947,4970.17,4815.61,4829.953
2007/12/6,4971.055,4999.932,4928.132,4986.251
2007/12/7,5041.35,5041.778,4977.868,4979.841
2007/12/10,5133.562,5138.685,4944.828,4961.67
2007/12/11,5140,5181.406,5068.03,5162.088
2007/12/12,5077.39,5130.719,5033.716,5108.578
2007/12/13,4884.298,5067.39,4881.34,5051.784
2007/12/14,4977.652,4979.185,4800.238,4827.392
2007/12/17,4857.289,4977.572,4855.167,4976.239
2007/12/18,4829.909,4882.995,4799.004,4827.26
2007/12/19,4946.285,4961.593,4865.352,4877.769
2007/12/20,5037.195,5048.061,4935.401,4968.031
2007/12/21,5101.852,5103.77,5014.703,5016.459
2007/12/24,5207.134,5239.217,5129.601,5142.156
2007/12/25,5216.813,5244.031,5180.587,5217.558
2007/12/26,5265.026,5273.139,5194.745,5231.969
2007/12/27,5367.53,5367.53,5260.103,5286.98
2007/12/28,5338.275,5391.665,5323.821,5379.518
2008/1/2,5385.103,5404.928,5283.448,5349.763
2008/1/3,5422.034,5422.673,5315.948,5381.147
2008/1/4,5483.65,5499.085,5422.456,5430.63
2008/1/7,5556.593,5569.152,5455.501,5480.442
2008/1/8,5528.054,5630.624,5485.234,5575.95
2008/1/9,5613.758,5614.678,5490.305,5507.116
2008/1/10,5672.154,5707.667,5602.594,5631.645
2008/1/11,5699.147,5702.572,5629.638,5688.563
2008/1/14,5731.757,5756.919,5679.287,5717.525
2008/1/15,5696.45,5754.107,5652.04,5743.431
2008/1/16,5505.717,5642.566,5498.39,5642.566
2008/1/17,5365.624,5533.65,5226.639,5445.803
2008/1/18,5414.468,5419.57,5307.496,5358.183
2008/1/21,5145.734,5434.349,5122.463,5424.64
2008/1/22,4753.868,5032.245,4708.388,5015.428
2008/1/23,4975.111,4976.272,4751.499,4787.171
2008/1/24,5027.213,5079.796,4926.374,5034.533
2008/1/25,5077.429,5121.408,4966.519,5022.896
2008/1/28,4731.883,5038.507,4711.277,5038.507
2008/1/29,4762.083,4845.658,4688.728,4742.901
2008/1/30,4710.652,4858.101,4606.144,4817.161
2008/1/31,4620.401,4733.699,4614.282,4693.607
2008/2/1,4571.945,4660.994,4414.119,4623.621
2008/2/4,4950.124,4951.248,4695.546,4695.546
2008/2/5,4921.829,4995.574,4878.119,4942.875
2008/2/13,4816.084,4883.244,4785.8,4858.814
2008/2/14,4880.252,4913.318,4842.847,4858.849
2008/2/15,4813.311,4846.024,4742.101,4846.024
2008/2/18,4910.992,4944.88,4845.308,4875.215
2008/2/19,5020.753,5020.753,4885.695,4926.839
2008/2/20,4908.717,5062.261,4901.661,5032.777
2008/2/21,4876.03,4924.449,4796.099,4878.569
2008/2/22,4702.241,4850.882,4649.813,4850.882
2008/2/25,4519.783,4722.636,4510.695,4704.316
2008/2/26,4515.533,4668.831,4394.594,4637.6
2008/2/27,4639.768,4660.408,4500.89,4543.097
2008/2/28,4622.056,4670.173,4582.823,4651.157
2008/2/29,4674.55,4683.159,4597.627,4616.24
2008/3/3,4790.744,4803.9,4611.7,4648.735
2008/3/4,4671.148,4836.657,4657.381,4813.401
2008/3/5,4628.724,4689.967,4519.743,4650.518
2008/3/6,4685.03,4746.584,4592.621,4645.069
2008/3/7,4621.685,4693.207,4597.009,4641.755
2008/3/10,4431.589,4588.765,4406.232,4588.727
2008/3/11,4441.184,4441.184,4315.183,4393.282
2008/3/12,4309.648,4553.336,4308.35,4534.811
2008/3/13,4198.96,4296.364,4121.275,4266.273
2008/3/14,4157.871,4212.408,4092.791,4179.438
2008/3/17,3965.279,4138.877,3958.292,4138.877
2008/3/18,3763.948,3996.959,3700.35,3924.87
2008/3/19,3888.861,3954.466,3776.301,3837.603
2008/3/20,4001.832,4044.692,3658.04,3833.205
2008/3/21,4037.83,4083.163,3958.967,3998.197
2008/3/24,3857.091,4103.574,3857.091,4086.07
2008/3/25,3905.774,3937.671,3747.019,3780.459
2008/3/26,3914.37,4001.552,3888.018,3926.864
2008/3/27,3748.92,3873.611,3745.879,3847.439
2008/3/28,3918.156,3925.856,3661.381,3712.98
2008/3/31,3790.53,3891.66,3780.122,3802.206
2008/4/1,3582.855,3815.157,3566.209,3776.268
2008/4/2,3547.977,3698.526,3493.184,3621.388
2008/4/3,3650.698,3665.651,3457.617,3518.223
2008/4/7,3845.822,3854.068,3578.377,3611.958
2008/4/8,3891.059,3935.333,3820.1,3852.011
2008/4/9,3688.125,3911.697,3687.597,3857.275
2008/4/10,3754.715,3754.715,3608.316,3641.66
2008/4/11,3783.728,3825.295,3755.015,3794.297
2008/4/14,3536.327,3710.786,3525.185,3699.142
2008/4/15,3583.299,3583.861,3417.249,3513.068
2008/4/16,3494.016,3583.808,3483.185,3573.664
2008/4/17,3386.63,3559.1,3340.875,3493.238
2008/4/18,3272.499,3390.551,3248.528,3356.562
2008/4/21,3267.554,3516.425,3223.886,3516.425
2008/4/22,3296.277,3301.548,3122.39,3207.881
2008/4/23,3453.727,3467.431,3245.296,3267.359
2008/4/24,3774.504,3781.477,3659.726,3739.321
2008/4/25,3803.07,3915.841,3737.984,3781.912
2008/4/28,3729.154,3791.77,3711.185,3740.951
2008/4/29,3776.943,3797.528,3702.021,3704.927
2008/4/30,3959.119,3970.575,3793.853,3793.853
2008/5/5,4055.779,4061.472,3972.561,4015.212
2008/5/6,4010.888,4075.575,3961.344,4021.073
2008/5/7,3821.319,4042.407,3821.107,3986.129
2008/5/8,3925.041,3926.004,3761.28,3774.044
2008/5/9,3878.924,3973.058,3806.519,3960.886
2008/5/12,3904.92,3952.789,3766.577,3804.985
2008/5/13,3851.687,3923.171,3778.718,3786.534
2008/5/14,3975.782,3975.795,3843.47,3843.47
2008/5/15,3948.088,4038.852,3948.062,4006.658
2008/5/16,3936.121,3982.221,3882.895,3948.034
2008/5/19,3914.072,3936.277,3865.5,3926.314
2008/5/20,3710.818,3946.441,3698.554,3911.096
2008/5/21,3783.049,3801.067,3591.566,3668.181
2008/5/22,3711.444,3783.849,3704.157,3732.641
2008/5/23,3675.147,3741.06,3629.009,3697.89
2008/5/26,3559.217,3643.012,3555.762,3643.012
2008/5/27,3576.197,3594.657,3533.466,3549.986
2008/5/28,3676.23,3697.996,3561.733,3583.284
2008/5/29,3580.868,3677.02,3578.732,3666.196
2008/5/30,3611.33,3620.225,3552.662,3585.605
2008/6/2,3625.826,3650.478,3580.58,3600.234
2008/6/3,3614.111,3641.429,3585.124,3624.572
2008/6/4,3546.916,3605.058,3513.641,3601.54
2008/6/5,3512.138,3542.244,3487.792,3529.978
2008/6/6,3489.502,3532.297,3470.563,3519.116
2008/6/10,3206.562,3352.321,3188.796,3344.453
2008/6/11,3140.299,3181.818,3097.395,3155.943
2008/6/12,3084.633,3148.742,3022.876,3123.64
2008/6/13,2979.117,3108.988,2975.661,3087.337
2008/6/16,2952.242,3012.993,2900.075,2981.085
2008/6/17,2842.676,2977.889,2820.643,2950.399
2008/6/18,2991.273,3007.18,2759.107,2820.237
2008/6/19,2773.076,2967.402,2768.225,2967.402
2008/6/20,2849.668,2946.939,2691.868,2795.465
2008/6/23,2789.941,2845.479,2771.363,2798.428
2008/6/24,2851.915,2865.903,2770.987,2775.69
2008/6/25,2969.537,2973.173,2834.945,2844.922
2008/6/26,2980.907,3010.278,2922.786,2964.516
2008/6/27,2816.021,2899.836,2787.252,2886.18
2008/6/30,2791.819,2834.272,2747.614,2782.844
2008/7/1,2698.347,2809.381,2690.181,2799.195
2008/7/2,2699.597,2745.939,2670.064,2702.634
2008/7/3,2760.612,2807.682,2617.258,2654.479
2008/7/4,2741.852,2783.847,2716.022,2751.213
2008/7/7,2882.763,2890.985,2747.611,2747.611
2008/7/8,2901.841,2939.143,2841.073,2900.571
2008/7/9,3015.126,3015.271,2926.996,2926.996
2008/7/10,2973.728,3056.905,2950.2,2970.984
2008/7/11,2953.498,2988.197,2913.872,2962.861
2008/7/14,2975.874,2996.592,2917.023,2927.24
2008/7/15,2852.979,2997.666,2849.199,2987.061
2008/7/16,2745.596,2824.881,2702.659,2818.763
2008/7/17,2718.068,2812.992,2705.809,2790.259
2008/7/18,2815.462,2818.064,2690.069,2746.536
2008/7/21,2911.051,2915.293,2780.282,2792.829
2008/7/22,2904.743,2931.447,2890.252,2905.276
2008/7/23,2883.32,2941.972,2879.185,2923.049
2008/7/24,2977.362,2979.748,2902.976,2905.043
2008/7/25,2939.202,2967.719,2916.684,2939.321
